AccessionID;system;Frequency;database;isol_env;host_species;oxygen_tolerance;Phylum_count;Family;Family_count;bact_defence_system;Phylum;Tax:Superkingdom;Tax:Phylum;Tax:Class;Tax:Order;Tax:Family;Tax:Genus;Tax:Species
GCA_014076785;DRT_other;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp001767295"""
GCA_014076785;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp001767295"""
GCA_014076785;disarm_type_I;1;mardb;;;;498;Alteromonadaceae;119;DISARM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp001767295"""
GCA_014076785;upx;1;mardb;;;;498;Alteromonadaceae;119;Upx;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp001767295"""
GCA_014076795;DMS_other;3;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076795;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076795;RM_type_I;2;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076795;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076795;cbass_type_II;1;mardb;;;;498;Alteromonadaceae;119;CBASS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076795;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076825;DMS_other;2;mardb;;;;498;Moraxellaceae;27;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;"s__Psychrobacter sp002836505"""
GCA_014076825;Paris;1;mardb;;;;498;Moraxellaceae;27;PARIS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;"s__Psychrobacter sp002836505"""
GCA_014076825;RM_type_I;1;mardb;;;;498;Moraxellaceae;27;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;"s__Psychrobacter sp002836505"""
GCA_014076825;RM_type_IIG;1;mardb;;;;498;Moraxellaceae;27;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;"s__Psychrobacter sp002836505"""
GCA_014076825;RM_type_III;1;mardb;;;;498;Moraxellaceae;27;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;"s__Psychrobacter sp002836505"""
GCA_014076825;ietAS;1;mardb;;;;498;Moraxellaceae;27;ietAS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;"s__Psychrobacter sp002836505"""
GCA_014076825;septu_type_I;1;mardb;;;;498;Moraxellaceae;27;Septu;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;"s__Psychrobacter sp002836505"""
GCA_014076835;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076835;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076835;RM_type_III;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076835;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076835;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076835;gabija;1;mardb;;;;498;Alteromonadaceae;119;Gabija;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076845;DMS_other;3;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076845;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076845;RM_type_I;2;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076845;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076845;cbass_type_II;1;mardb;;;;498;Alteromonadaceae;119;CBASS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076845;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076885;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076885;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076885;RM_type_III;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076885;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076885;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076885;gabija;1;mardb;;;;498;Alteromonadaceae;119;Gabija;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076905;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076905;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076905;RM_type_III;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076905;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076905;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076905;gabija;1;mardb;;;;498;Alteromonadaceae;119;Gabija;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076915;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076915;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076915;Dpd;1;mardb;;;;498;Alteromonadaceae;119;Dpd;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076915;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076925;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076925;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076925;RM_type_III;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076925;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076925;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076925;gabija;1;mardb;;;;498;Alteromonadaceae;119;Gabija;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076955;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076955;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076955;tmn;1;mardb;;;;498;Alteromonadaceae;119;Tmn;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Colwellia_A;"s__Colwellia_A sp014076845"""
GCA_014076985;DMS_other;2;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014076985;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014076985;RM_type_I;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014076985;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014076985;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014076995;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014076995;RM_type_IIG;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014076995;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014076995;dXTPase;2;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077005;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077005;RM_type_IIG;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077005;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077005;dXTPase;2;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077045;DMS_other;2;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077045;DRT_class_II;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077045;RM_type_I;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077045;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077045;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077065;RM_type_IIG;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077065;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077065;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077085;DMS_other;2;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077085;DRT_type_III;1;mardb;;;;498;Alteromonadaceae;119;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077085;Dpd;1;mardb;;;;498;Alteromonadaceae;119;Dpd;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077085;Paris;1;mardb;;;;498;Alteromonadaceae;119;PARIS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077085;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077085;gabija;1;mardb;;;;498;Alteromonadaceae;119;Gabija;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077085;pycsar_effector;1;mardb;;;;498;Alteromonadaceae;119;Pycsar;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077095;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077095"""
GCA_014077095;RM_type_I;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077095"""
GCA_014077095;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077095"""
GCA_014077095;dXTPase;1;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077095"""
GCA_014077115;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077115;RM_type_IIG;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077115;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077115;dXTPase;2;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077125;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077125;RM_type_IIG;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077125;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077125;dXTPase;2;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077155;DMS_other;1;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077155;RM_type_IIG;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077155;RM_type_IV;1;mardb;;;;498;Alteromonadaceae;119;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077155;dXTPase;2;mardb;;;;498;Alteromonadaceae;119;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077185;AbiD;1;mardb;;;;498;Alteromonadaceae;119;Abi;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077185;AbiU;1;mardb;;;;498;Alteromonadaceae;119;Abi;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
GCA_014077185;DMS_other;2;mardb;;;;498;Alteromonadaceae;119;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;"s__Cognaticolwellia sp014077005"""
