Family;Family_count;bact_defence_system;system_count;Number_of_family_containing_each_system;Total_number_of_different_system_per_prokaryotic_genomes;Frequency_of_each_system_in_a_given_family
Marinomonadaceae;4;BREX;1;1;1;0.25
Marinomonadaceae;4;CBASS;1;1;1;0.25
Marinomonadaceae;4;CRISPR-Cas;3;1;3;0.25
Marinomonadaceae;4;DISARM;0;0;0;0
Marinomonadaceae;4;DRT;1;1;1;0.25
Marinomonadaceae;4;DUF4238;0;0;0;0
Marinomonadaceae;4;DarTG;1;2;2;0.5
Marinomonadaceae;4;Dpd;0;0;0;0
Marinomonadaceae;4;DprA-PRTase;0;0;0;0
Marinomonadaceae;4;Druantia;1;1;1;0.25
Marinomonadaceae;4;Dsr;0;0;0;0
Marinomonadaceae;4;GAO;0;0;0;0
Marinomonadaceae;4;Gabija;1;1;1;0.25
Marinomonadaceae;4;Gasdermin;0;0;0;0
Marinomonadaceae;4;Hachiman;0;0;0;0
Marinomonadaceae;4;Helicase-DUF2290;0;0;0;0
Marinomonadaceae;4;Hhe;0;0;0;0
Marinomonadaceae;4;Hma;0;0;0;0
Marinomonadaceae;4;Hydrolase-TM;0;0;0;0
Marinomonadaceae;4;Kiwa;0;0;0;0
Marinomonadaceae;4;Lamassu;0;0;0;0
Marinomonadaceae;4;Mza;0;0;0;0
Marinomonadaceae;4;Nhi;0;0;0;0
Marinomonadaceae;4;PARIS;0;0;0;0
Marinomonadaceae;4;Paris_fused;0;0;0;0
Marinomonadaceae;4;Phosphorothioation;0;0;0;0
Marinomonadaceae;4;Ppl;0;0;0;0
Marinomonadaceae;4;Pycsar;0;0;0;0
Marinomonadaceae;4;RADAR;0;0;0;0
Marinomonadaceae;4;RM;2;4;8;1
Marinomonadaceae;4;Retron;2;1;2;0.25
Marinomonadaceae;4;Septu;1;3;3;0.75
Marinomonadaceae;4;Shedu;0;0;0;0
Marinomonadaceae;4;TIR-NLR;0;0;0;0
Marinomonadaceae;4;TerY-P;0;0;0;0
Marinomonadaceae;4;Thoeris;0;0;0;0
Marinomonadaceae;4;Tmn;0;0;0;0
Marinomonadaceae;4;Upx;0;0;0;0
Marinomonadaceae;4;Viperin;0;0;0;0
Marinomonadaceae;4;Wadjet;1;4;4;1
Marinomonadaceae;4;Zorya;0;0;0;0
Marinomonadaceae;4;dXTPase;1;3;3;0.75
Marinomonadaceae;4;ietAS;1;2;2;0.5
Marinomonadaceae;4;qatABCD;1;1;1;0.25
Methylomonadaceae;4;3HP;0;0;0;0
Methylomonadaceae;4;AVAST;0;0;0;0
Methylomonadaceae;4;Abi;1;2;2;0.5
Methylomonadaceae;4;Argonaute;1;1;1;0.25
Methylomonadaceae;4;BREX;1;1;1;0.25
Methylomonadaceae;4;CBASS;2;2;3;0.5
Methylomonadaceae;4;CRISPR-Cas;1;3;3;0.75
Methylomonadaceae;4;DISARM;0;0;0;0
Methylomonadaceae;4;DRT;1;1;1;0.25
Methylomonadaceae;4;DUF4238;0;0;0;0
Methylomonadaceae;4;DarTG;1;1;1;0.25
Methylomonadaceae;4;Dpd;0;0;0;0
Methylomonadaceae;4;DprA-PRTase;0;0;0;0
Methylomonadaceae;4;Druantia;0;0;0;0
Methylomonadaceae;4;Dsr;0;0;0;0
Methylomonadaceae;4;GAO;0;0;0;0
Methylomonadaceae;4;Gabija;1;1;1;0.25
Methylomonadaceae;4;Gasdermin;0;0;0;0
Methylomonadaceae;4;Hachiman;0;0;0;0
Methylomonadaceae;4;Helicase-DUF2290;0;0;0;0
Methylomonadaceae;4;Hhe;0;0;0;0
Methylomonadaceae;4;Hma;0;0;0;0
Methylomonadaceae;4;Hydrolase-TM;0;0;0;0
Methylomonadaceae;4;Kiwa;1;1;1;0.25
Methylomonadaceae;4;Lamassu;1;2;2;0.5
Methylomonadaceae;4;Mza;0;0;0;0
Methylomonadaceae;4;Nhi;0;0;0;0
Methylomonadaceae;4;PARIS;1;1;1;0.25
Methylomonadaceae;4;Paris_fused;0;0;0;0
Methylomonadaceae;4;Phosphorothioation;0;0;0;0
Methylomonadaceae;4;Ppl;0;0;0;0
Methylomonadaceae;4;Pycsar;0;0;0;0
Methylomonadaceae;4;RADAR;0;0;0;0
Methylomonadaceae;4;RM;4;4;10;1
Methylomonadaceae;4;Retron;0;0;0;0
Methylomonadaceae;4;Septu;1;1;1;0.25
Methylomonadaceae;4;Shedu;1;1;1;0.25
Methylomonadaceae;4;TIR-NLR;0;0;0;0
Methylomonadaceae;4;TerY-P;0;0;0;0
Methylomonadaceae;4;Thoeris;0;0;0;0
Methylomonadaceae;4;Tmn;0;0;0;0
Methylomonadaceae;4;Upx;1;2;2;0.5
Methylomonadaceae;4;Viperin;1;1;1;0.25
Methylomonadaceae;4;Wadjet;1;1;1;0.25
Methylomonadaceae;4;Zorya;0;0;0;0
Methylomonadaceae;4;dXTPase;0;0;0;0
Methylomonadaceae;4;ietAS;1;2;2;0.5
Methylomonadaceae;4;qatABCD;0;0;0;0
Methylophagaceae;2;3HP;0;0;0;0
Methylophagaceae;2;AVAST;0;0;0;0
Methylophagaceae;2;Abi;0;0;0;0
Methylophagaceae;2;Argonaute;0;0;0;0
Methylophagaceae;2;BREX;0;0;0;0
Methylophagaceae;2;CBASS;1;2;2;1
Methylophagaceae;2;CRISPR-Cas;0;0;0;0
Methylophagaceae;2;DISARM;0;0;0;0
Methylophagaceae;2;DRT;0;0;0;0
Methylophagaceae;2;DUF4238;0;0;0;0
Methylophagaceae;2;DarTG;0;0;0;0
Methylophagaceae;2;Dpd;0;0;0;0
Methylophagaceae;2;DprA-PRTase;0;0;0;0
Methylophagaceae;2;Druantia;0;0;0;0
Methylophagaceae;2;Dsr;0;0;0;0
Methylophagaceae;2;GAO;0;0;0;0
Methylophagaceae;2;Gabija;1;2;2;1
Methylophagaceae;2;Gasdermin;0;0;0;0
Methylophagaceae;2;Hachiman;0;0;0;0
Methylophagaceae;2;Helicase-DUF2290;0;0;0;0
Methylophagaceae;2;Hhe;0;0;0;0
Methylophagaceae;2;Hma;0;0;0;0
Methylophagaceae;2;Hydrolase-TM;0;0;0;0
Methylophagaceae;2;Kiwa;0;0;0;0
Methylophagaceae;2;Lamassu;0;0;0;0
Methylophagaceae;2;Mza;0;0;0;0
Methylophagaceae;2;Nhi;0;0;0;0
Methylophagaceae;2;PARIS;0;0;0;0
Methylophagaceae;2;Paris_fused;0;0;0;0
Methylophagaceae;2;Phosphorothioation;0;0;0;0
Methylophagaceae;2;Ppl;0;0;0;0
Methylophagaceae;2;Pycsar;0;0;0;0
Methylophagaceae;2;RADAR;0;0;0;0
Methylophagaceae;2;RM;3;2;4;1
Methylophagaceae;2;Retron;0;0;0;0
Methylophagaceae;2;Septu;0;0;0;0
Methylophagaceae;2;Shedu;0;0;0;0
Methylophagaceae;2;TIR-NLR;0;0;0;0
Methylophagaceae;2;TerY-P;0;0;0;0
Methylophagaceae;2;Thoeris;1;1;1;0.5
Methylophagaceae;2;Tmn;0;0;0;0
Methylophagaceae;2;Upx;0;0;0;0
Methylophagaceae;2;Viperin;0;0;0;0
Methylophagaceae;2;Wadjet;0;0;0;0
Methylophagaceae;2;Zorya;0;0;0;0
Methylophagaceae;2;dXTPase;0;0;0;0
Methylophagaceae;2;ietAS;1;1;1;0.5
Methylophagaceae;2;qatABCD;1;1;1;0.5
Methylophilaceae;3;3HP;0;0;0;0
Methylophilaceae;3;AVAST;0;0;0;0
Methylophilaceae;3;Abi;0;0;0;0
Methylophilaceae;3;Argonaute;0;0;0;0
Methylophilaceae;3;BREX;0;0;0;0
Methylophilaceae;3;CBASS;0;0;0;0
Methylophilaceae;3;CRISPR-Cas;0;0;0;0
Methylophilaceae;3;DISARM;0;0;0;0
Methylophilaceae;3;DRT;2;1;2;0.333333333
Methylophilaceae;3;DUF4238;0;0;0;0
Methylophilaceae;3;DarTG;0;0;0;0
Methylophilaceae;3;Dpd;0;0;0;0
Methylophilaceae;3;DprA-PRTase;0;0;0;0
Methylophilaceae;3;Druantia;0;0;0;0
Methylophilaceae;3;Dsr;0;0;0;0
Methylophilaceae;3;GAO;0;0;0;0
Methylophilaceae;3;Gabija;0;0;0;0
Methylophilaceae;3;Gasdermin;0;0;0;0
Methylophilaceae;3;Hachiman;0;0;0;0
Methylophilaceae;3;Helicase-DUF2290;0;0;0;0
Methylophilaceae;3;Hhe;0;0;0;0
Methylophilaceae;3;Hma;0;0;0;0
Methylophilaceae;3;Hydrolase-TM;0;0;0;0
Methylophilaceae;3;Kiwa;0;0;0;0
Methylophilaceae;3;Lamassu;0;0;0;0
Methylophilaceae;3;Mza;0;0;0;0
Methylophilaceae;3;Nhi;0;0;0;0
Methylophilaceae;3;PARIS;0;0;0;0
Methylophilaceae;3;Paris_fused;0;0;0;0
Methylophilaceae;3;Phosphorothioation;0;0;0;0
Methylophilaceae;3;Ppl;0;0;0;0
Methylophilaceae;3;Pycsar;0;0;0;0
Methylophilaceae;3;RADAR;0;0;0;0
Methylophilaceae;3;RM;1;1;1;0.333333333
Methylophilaceae;3;Retron;0;0;0;0
Methylophilaceae;3;Septu;0;0;0;0
Methylophilaceae;3;Shedu;0;0;0;0
Methylophilaceae;3;TIR-NLR;0;0;0;0
Methylophilaceae;3;TerY-P;0;0;0;0
Methylophilaceae;3;Thoeris;0;0;0;0
Methylophilaceae;3;Tmn;0;0;0;0
Methylophilaceae;3;Upx;0;0;0;0
Methylophilaceae;3;Viperin;0;0;0;0
Methylophilaceae;3;Wadjet;0;0;0;0
Methylophilaceae;3;Zorya;0;0;0;0
Methylophilaceae;3;dXTPase;1;1;1;0.333333333
Methylophilaceae;3;ietAS;0;0;0;0
Methylophilaceae;3;qatABCD;0;0;0;0
Methylopilaceae;1;3HP;0;0;0;0
Methylopilaceae;1;AVAST;0;0;0;0
Methylopilaceae;1;Abi;0;0;0;0
Methylopilaceae;1;Argonaute;0;0;0;0
Methylopilaceae;1;BREX;0;0;0;0
Methylopilaceae;1;CBASS;0;0;0;0
Methylopilaceae;1;CRISPR-Cas;0;0;0;0
Methylopilaceae;1;DISARM;0;0;0;0
Methylopilaceae;1;DRT;0;0;0;0
Methylopilaceae;1;DUF4238;0;0;0;0
Methylopilaceae;1;DarTG;0;0;0;0
Methylopilaceae;1;Dpd;0;0;0;0
Methylopilaceae;1;DprA-PRTase;0;0;0;0
Methylopilaceae;1;Druantia;0;0;0;0
Methylopilaceae;1;Dsr;0;0;0;0
Methylopilaceae;1;GAO;0;0;0;0
Methylopilaceae;1;Gabija;0;0;0;0
Methylopilaceae;1;Gasdermin;0;0;0;0
Methylopilaceae;1;Hachiman;0;0;0;0
Methylopilaceae;1;Helicase-DUF2290;0;0;0;0
Methylopilaceae;1;Hhe;0;0;0;0
Methylopilaceae;1;Hma;0;0;0;0
Methylopilaceae;1;Hydrolase-TM;0;0;0;0
Methylopilaceae;1;Kiwa;0;0;0;0
Methylopilaceae;1;Lamassu;0;0;0;0
Methylopilaceae;1;Mza;0;0;0;0
Methylopilaceae;1;Nhi;0;0;0;0
Methylopilaceae;1;PARIS;0;0;0;0
Methylopilaceae;1;Paris_fused;0;0;0;0
Methylopilaceae;1;Phosphorothioation;0;0;0;0
Methylopilaceae;1;Ppl;0;0;0;0
Methylopilaceae;1;Pycsar;0;0;0;0
Methylopilaceae;1;RADAR;0;0;0;0
Methylopilaceae;1;RM;2;1;2;1
Methylopilaceae;1;Retron;0;0;0;0
Methylopilaceae;1;Septu;0;0;0;0
Methylopilaceae;1;Shedu;0;0;0;0
Methylopilaceae;1;TIR-NLR;0;0;0;0
Methylopilaceae;1;TerY-P;0;0;0;0
Methylopilaceae;1;Thoeris;0;0;0;0
Methylopilaceae;1;Tmn;0;0;0;0
Methylopilaceae;1;Upx;0;0;0;0
Methylopilaceae;1;Viperin;0;0;0;0
Methylopilaceae;1;Wadjet;0;0;0;0
Methylopilaceae;1;Zorya;0;0;0;0
Methylopilaceae;1;dXTPase;1;1;1;1
Methylopilaceae;1;ietAS;0;0;0;0
Methylopilaceae;1;qatABCD;0;0;0;0
Micavibrionaceae;1;3HP;0;0;0;0
Micavibrionaceae;1;AVAST;0;0;0;0
Micavibrionaceae;1;Abi;1;1;1;1
Micavibrionaceae;1;Argonaute;0;0;0;0
Micavibrionaceae;1;BREX;0;0;0;0
Micavibrionaceae;1;CBASS;1;1;1;1
Micavibrionaceae;1;CRISPR-Cas;0;0;0;0
Micavibrionaceae;1;DISARM;0;0;0;0
Micavibrionaceae;1;DRT;0;0;0;0
Micavibrionaceae;1;DUF4238;0;0;0;0
Micavibrionaceae;1;DarTG;0;0;0;0
Micavibrionaceae;1;Dpd;0;0;0;0
Micavibrionaceae;1;DprA-PRTase;0;0;0;0
Micavibrionaceae;1;Druantia;0;0;0;0
Micavibrionaceae;1;Dsr;0;0;0;0
Micavibrionaceae;1;GAO;0;0;0;0
Micavibrionaceae;1;Gabija;0;0;0;0
Micavibrionaceae;1;Gasdermin;0;0;0;0
Micavibrionaceae;1;Hachiman;0;0;0;0
Micavibrionaceae;1;Helicase-DUF2290;0;0;0;0
Micavibrionaceae;1;Hhe;0;0;0;0
Micavibrionaceae;1;Hma;0;0;0;0
Micavibrionaceae;1;Hydrolase-TM;0;0;0;0
Micavibrionaceae;1;Kiwa;0;0;0;0
Micavibrionaceae;1;Lamassu;0;0;0;0
Micavibrionaceae;1;Mza;0;0;0;0
Micavibrionaceae;1;Nhi;0;0;0;0
Micavibrionaceae;1;PARIS;0;0;0;0
Micavibrionaceae;1;Paris_fused;0;0;0;0
Micavibrionaceae;1;Phosphorothioation;1;1;1;1
Micavibrionaceae;1;Ppl;0;0;0;0
Micavibrionaceae;1;Pycsar;0;0;0;0
Micavibrionaceae;1;RADAR;0;0;0;0
Micavibrionaceae;1;RM;2;1;2;1
Micavibrionaceae;1;Retron;0;0;0;0
Micavibrionaceae;1;Septu;0;0;0;0
Micavibrionaceae;1;Shedu;0;0;0;0
Micavibrionaceae;1;TIR-NLR;0;0;0;0
Micavibrionaceae;1;TerY-P;0;0;0;0
Micavibrionaceae;1;Thoeris;0;0;0;0
Micavibrionaceae;1;Tmn;0;0;0;0
Micavibrionaceae;1;Upx;0;0;0;0
Micavibrionaceae;1;Viperin;0;0;0;0
Micavibrionaceae;1;Wadjet;0;0;0;0
Micavibrionaceae;1;Zorya;0;0;0;0
Micavibrionaceae;1;dXTPase;1;1;1;1
Micavibrionaceae;1;ietAS;0;0;0;0
Micavibrionaceae;1;qatABCD;0;0;0;0
Microbacteriaceae;33;3HP;0;0;0;0
Microbacteriaceae;33;AVAST;0;0;0;0
Microbacteriaceae;33;Abi;2;16;21;0.484848485
Microbacteriaceae;33;Argonaute;0;0;0;0
Microbacteriaceae;33;BREX;1;2;2;0.060606061
Microbacteriaceae;33;CBASS;1;2;2;0.060606061
Microbacteriaceae;33;CRISPR-Cas;1;1;1;0.03030303
Microbacteriaceae;33;DISARM;1;2;2;0.060606061
Microbacteriaceae;33;DRT;2;3;4;0.090909091
Microbacteriaceae;33;DUF4238;0;0;0;0
Microbacteriaceae;33;DarTG;0;0;0;0
Microbacteriaceae;33;Dpd;0;0;0;0
Microbacteriaceae;33;DprA-PRTase;0;0;0;0
Microbacteriaceae;33;Druantia;1;2;2;0.060606061
Microbacteriaceae;33;Dsr;0;0;0;0
Microbacteriaceae;33;GAO;0;0;0;0
Microbacteriaceae;33;Gabija;1;6;6;0.181818182
Microbacteriaceae;33;Gasdermin;0;0;0;0
Microbacteriaceae;33;Hachiman;1;2;2;0.060606061
Microbacteriaceae;33;Helicase-DUF2290;1;1;1;0.03030303
Microbacteriaceae;33;Hhe;0;0;0;0
Microbacteriaceae;33;Hma;1;1;1;0.03030303
Microbacteriaceae;33;Hydrolase-TM;0;0;0;0
Microbacteriaceae;33;Kiwa;1;2;2;0.060606061
Microbacteriaceae;33;Lamassu;0;0;0;0
Microbacteriaceae;33;Mza;1;1;1;0.03030303
Microbacteriaceae;33;Nhi;0;0;0;0
Microbacteriaceae;33;PARIS;0;0;0;0
Microbacteriaceae;33;Paris_fused;0;0;0;0
Microbacteriaceae;33;Phosphorothioation;0;0;0;0
Microbacteriaceae;33;Ppl;1;1;1;0.03030303
Microbacteriaceae;33;Pycsar;0;0;0;0
Microbacteriaceae;33;RADAR;0;0;0;0
Microbacteriaceae;33;RM;4;24;46;0.727272727
Microbacteriaceae;33;Retron;1;2;2;0.060606061
Microbacteriaceae;33;Septu;0;0;0;0
Microbacteriaceae;33;Shedu;0;0;0;0
Microbacteriaceae;33;TIR-NLR;0;0;0;0
Microbacteriaceae;33;TerY-P;0;0;0;0
Microbacteriaceae;33;Thoeris;1;1;1;0.03030303
Microbacteriaceae;33;Tmn;0;0;0;0
Microbacteriaceae;33;Upx;0;0;0;0
Microbacteriaceae;33;Viperin;0;0;0;0
Microbacteriaceae;33;Wadjet;2;18;23;0.545454545
Microbacteriaceae;33;Zorya;0;0;0;0
Microbacteriaceae;33;dXTPase;1;31;31;0.939393939
Microbacteriaceae;33;ietAS;1;3;3;0.090909091
Microbacteriaceae;33;qatABCD;0;0;0;0
Micrococcaceae;14;3HP;0;0;0;0
Micrococcaceae;14;AVAST;0;0;0;0
Micrococcaceae;14;Abi;3;7;9;0.5
Micrococcaceae;14;Argonaute;0;0;0;0
Micrococcaceae;14;BREX;1;1;1;0.071428571
Micrococcaceae;14;CBASS;1;3;3;0.214285714
Micrococcaceae;14;CRISPR-Cas;2;1;2;0.071428571
Micrococcaceae;14;DISARM;0;0;0;0
Micrococcaceae;14;DRT;0;0;0;0
Micrococcaceae;14;DUF4238;0;0;0;0
Micrococcaceae;14;DarTG;0;0;0;0
Micrococcaceae;14;Dpd;0;0;0;0
Micrococcaceae;14;DprA-PRTase;0;0;0;0
Micrococcaceae;14;Druantia;2;2;4;0.142857143
Micrococcaceae;14;Dsr;0;0;0;0
Micrococcaceae;14;GAO;0;0;0;0
Micrococcaceae;14;Gabija;1;4;4;0.285714286
Micrococcaceae;14;Gasdermin;0;0;0;0
Micrococcaceae;14;Hachiman;0;0;0;0
Micrococcaceae;14;Helicase-DUF2290;0;0;0;0
Micrococcaceae;14;Hhe;0;0;0;0
Micrococcaceae;14;Hma;0;0;0;0
Micrococcaceae;14;Hydrolase-TM;0;0;0;0
Micrococcaceae;14;Kiwa;0;0;0;0
Micrococcaceae;14;Lamassu;0;0;0;0
Micrococcaceae;14;Mza;1;1;1;0.071428571
Micrococcaceae;14;Nhi;0;0;0;0
Micrococcaceae;14;PARIS;0;0;0;0
Micrococcaceae;14;Paris_fused;0;0;0;0
Micrococcaceae;14;Phosphorothioation;0;0;0;0
Micrococcaceae;14;Ppl;0;0;0;0
Micrococcaceae;14;Pycsar;1;2;2;0.142857143
Micrococcaceae;14;RADAR;0;0;0;0
Micrococcaceae;14;RM;4;12;23;0.857142857
Micrococcaceae;14;Retron;0;0;0;0
Micrococcaceae;14;Septu;1;1;1;0.071428571
Micrococcaceae;14;Shedu;0;0;0;0
Micrococcaceae;14;TIR-NLR;0;0;0;0
Micrococcaceae;14;TerY-P;0;0;0;0
Micrococcaceae;14;Thoeris;0;0;0;0
Micrococcaceae;14;Tmn;0;0;0;0
Micrococcaceae;14;Upx;0;0;0;0
Micrococcaceae;14;Viperin;0;0;0;0
Micrococcaceae;14;Wadjet;2;10;14;0.714285714
Micrococcaceae;14;Zorya;0;0;0;0
Micrococcaceae;14;dXTPase;1;14;14;1
Micrococcaceae;14;ietAS;1;2;2;0.142857143
Micrococcaceae;14;qatABCD;1;2;2;0.142857143
Microcoleaceae;1;3HP;0;0;0;0
Microcoleaceae;1;AVAST;0;0;0;0
Microcoleaceae;1;Abi;0;0;0;0
Microcoleaceae;1;Argonaute;1;1;1;1
Microcoleaceae;1;BREX;0;0;0;0
Microcoleaceae;1;CBASS;0;0;0;0
Microcoleaceae;1;CRISPR-Cas;2;1;2;1
Microcoleaceae;1;DISARM;0;0;0;0
Microcoleaceae;1;DRT;1;1;1;1
Microcoleaceae;1;DUF4238;0;0;0;0
Microcoleaceae;1;DarTG;1;1;1;1
Microcoleaceae;1;Dpd;0;0;0;0
Microcoleaceae;1;DprA-PRTase;0;0;0;0
Microcoleaceae;1;Druantia;0;0;0;0
Microcoleaceae;1;Dsr;0;0;0;0
Microcoleaceae;1;GAO;0;0;0;0
Microcoleaceae;1;Gabija;0;0;0;0
Microcoleaceae;1;Gasdermin;0;0;0;0
Microcoleaceae;1;Hachiman;0;0;0;0
Microcoleaceae;1;Helicase-DUF2290;0;0;0;0
Microcoleaceae;1;Hhe;0;0;0;0
Microcoleaceae;1;Hma;0;0;0;0
Microcoleaceae;1;Hydrolase-TM;0;0;0;0
Microcoleaceae;1;Kiwa;0;0;0;0
Microcoleaceae;1;Lamassu;0;0;0;0
Microcoleaceae;1;Mza;0;0;0;0
Microcoleaceae;1;Nhi;0;0;0;0
Microcoleaceae;1;PARIS;1;1;1;1
Microcoleaceae;1;Paris_fused;0;0;0;0
Microcoleaceae;1;Phosphorothioation;1;1;1;1
Microcoleaceae;1;Ppl;0;0;0;0
Microcoleaceae;1;Pycsar;0;0;0;0
Microcoleaceae;1;RADAR;0;0;0;0
Microcoleaceae;1;RM;4;1;4;1
Microcoleaceae;1;Retron;0;0;0;0
Microcoleaceae;1;Septu;0;0;0;0
Microcoleaceae;1;Shedu;0;0;0;0
Microcoleaceae;1;TIR-NLR;0;0;0;0
Microcoleaceae;1;TerY-P;0;0;0;0
Microcoleaceae;1;Thoeris;0;0;0;0
Microcoleaceae;1;Tmn;0;0;0;0
Microcoleaceae;1;Upx;0;0;0;0
Microcoleaceae;1;Viperin;0;0;0;0
Microcoleaceae;1;Wadjet;0;0;0;0
Microcoleaceae;1;Zorya;1;1;1;1
Microcoleaceae;1;dXTPase;0;0;0;0
Microcoleaceae;1;ietAS;0;0;0;0
Microcoleaceae;1;qatABCD;0;0;0;0
Micromonosporaceae;1;3HP;0;0;0;0
Micromonosporaceae;1;AVAST;0;0;0;0
Micromonosporaceae;1;Abi;1;1;1;1
Micromonosporaceae;1;Argonaute;0;0;0;0
Micromonosporaceae;1;BREX;0;0;0;0
Micromonosporaceae;1;CBASS;0;0;0;0
Micromonosporaceae;1;CRISPR-Cas;1;1;1;1
Micromonosporaceae;1;DISARM;0;0;0;0
Micromonosporaceae;1;DRT;0;0;0;0
Micromonosporaceae;1;DUF4238;0;0;0;0
Micromonosporaceae;1;DarTG;0;0;0;0
Micromonosporaceae;1;Dpd;0;0;0;0
Micromonosporaceae;1;DprA-PRTase;0;0;0;0
Micromonosporaceae;1;Druantia;0;0;0;0
Micromonosporaceae;1;Dsr;0;0;0;0
Micromonosporaceae;1;GAO;0;0;0;0
Micromonosporaceae;1;Gabija;0;0;0;0
Micromonosporaceae;1;Gasdermin;0;0;0;0
Micromonosporaceae;1;Hachiman;0;0;0;0
Micromonosporaceae;1;Helicase-DUF2290;0;0;0;0
Micromonosporaceae;1;Hhe;0;0;0;0
Micromonosporaceae;1;Hma;0;0;0;0
Micromonosporaceae;1;Hydrolase-TM;0;0;0;0
Micromonosporaceae;1;Kiwa;0;0;0;0
Micromonosporaceae;1;Lamassu;0;0;0;0
Micromonosporaceae;1;Mza;0;0;0;0
Micromonosporaceae;1;Nhi;0;0;0;0
Micromonosporaceae;1;PARIS;0;0;0;0
Micromonosporaceae;1;Paris_fused;0;0;0;0
Micromonosporaceae;1;Phosphorothioation;0;0;0;0
Micromonosporaceae;1;Ppl;0;0;0;0
Micromonosporaceae;1;Pycsar;0;0;0;0
Micromonosporaceae;1;RADAR;0;0;0;0
Micromonosporaceae;1;RM;2;1;2;1
Micromonosporaceae;1;Retron;0;0;0;0
Micromonosporaceae;1;Septu;0;0;0;0
Micromonosporaceae;1;Shedu;0;0;0;0
Micromonosporaceae;1;TIR-NLR;0;0;0;0
Micromonosporaceae;1;TerY-P;0;0;0;0
Micromonosporaceae;1;Thoeris;0;0;0;0
Micromonosporaceae;1;Tmn;0;0;0;0
Micromonosporaceae;1;Upx;0;0;0;0
Micromonosporaceae;1;Viperin;0;0;0;0
Micromonosporaceae;1;Wadjet;0;0;0;0
Micromonosporaceae;1;Zorya;0;0;0;0
Micromonosporaceae;1;dXTPase;1;1;1;1
Micromonosporaceae;1;ietAS;0;0;0;0
Micromonosporaceae;1;qatABCD;0;0;0;0
Moraxellaceae;27;3HP;0;0;0;0
Moraxellaceae;27;AVAST;1;2;2;0.074074074
Moraxellaceae;27;Abi;2;4;6;0.148148148
Moraxellaceae;27;Argonaute;0;0;0;0
Moraxellaceae;27;BREX;1;2;2;0.074074074
Moraxellaceae;27;CBASS;1;4;4;0.148148148
Moraxellaceae;27;CRISPR-Cas;1;3;3;0.111111111
Moraxellaceae;27;DISARM;0;0;0;0
Moraxellaceae;27;DRT;2;9;10;0.333333333
Moraxellaceae;27;DUF4238;0;0;0;0
Moraxellaceae;27;DarTG;0;0;0;0
Moraxellaceae;27;Dpd;0;0;0;0
Moraxellaceae;27;DprA-PRTase;0;0;0;0
Moraxellaceae;27;Druantia;0;0;0;0
Moraxellaceae;27;Dsr;1;2;2;0.074074074
Moraxellaceae;27;GAO;1;3;3;0.111111111
Moraxellaceae;27;Gabija;1;3;3;0.111111111
Moraxellaceae;27;Gasdermin;0;0;0;0
Moraxellaceae;27;Hachiman;0;0;0;0
Moraxellaceae;27;Helicase-DUF2290;1;1;1;0.037037037
Moraxellaceae;27;Hhe;0;0;0;0
Moraxellaceae;27;Hma;1;1;1;0.037037037
Moraxellaceae;27;Hydrolase-TM;0;0;0;0
Moraxellaceae;27;Kiwa;1;1;1;0.037037037
Moraxellaceae;27;Lamassu;0;0;0;0
Moraxellaceae;27;Mza;1;1;1;0.037037037
Moraxellaceae;27;Nhi;0;0;0;0
Moraxellaceae;27;PARIS;1;6;6;0.222222222
Moraxellaceae;27;Paris_fused;0;0;0;0
Moraxellaceae;27;Phosphorothioation;2;1;2;0.037037037
Moraxellaceae;27;Ppl;1;3;3;0.111111111
Moraxellaceae;27;Pycsar;2;1;2;0.037037037
Moraxellaceae;27;RADAR;0;0;0;0
Moraxellaceae;27;RM;4;26;50;0.962962963
Moraxellaceae;27;Retron;1;8;8;0.296296296
Moraxellaceae;27;Septu;1;8;8;0.296296296
Moraxellaceae;27;Shedu;1;1;1;0.037037037
Moraxellaceae;27;TIR-NLR;0;0;0;0
Moraxellaceae;27;TerY-P;0;0;0;0
Moraxellaceae;27;Thoeris;1;1;1;0.037037037
Moraxellaceae;27;Tmn;0;0;0;0
Moraxellaceae;27;Upx;0;0;0;0
Moraxellaceae;27;Viperin;1;1;1;0.037037037
Moraxellaceae;27;Wadjet;0;0;0;0
Moraxellaceae;27;Zorya;1;4;4;0.148148148
Moraxellaceae;27;dXTPase;0;0;0;0
Moraxellaceae;27;ietAS;1;6;6;0.222222222
Moraxellaceae;27;qatABCD;1;1;1;0.037037037
Moritellaceae;3;3HP;0;0;0;0
Moritellaceae;3;AVAST;0;0;0;0
Moritellaceae;3;Abi;0;0;0;0
Moritellaceae;3;Argonaute;0;0;0;0
Moritellaceae;3;BREX;0;0;0;0
Moritellaceae;3;CBASS;1;1;1;0.333333333
Moritellaceae;3;CRISPR-Cas;1;1;1;0.333333333
Moritellaceae;3;DISARM;0;0;0;0
Moritellaceae;3;DRT;1;1;1;0.333333333
Moritellaceae;3;DUF4238;0;0;0;0
Moritellaceae;3;DarTG;0;0;0;0
Moritellaceae;3;Dpd;1;1;1;0.333333333
Moritellaceae;3;DprA-PRTase;0;0;0;0
Moritellaceae;3;Druantia;0;0;0;0
Moritellaceae;3;Dsr;0;0;0;0
Moritellaceae;3;GAO;1;1;1;0.333333333
Moritellaceae;3;Gabija;1;1;1;0.333333333
Moritellaceae;3;Gasdermin;0;0;0;0
Moritellaceae;3;Hachiman;0;0;0;0
